(10, 8)
(10, 9)
(10, 10)
(10, 11)
(10, 13)
(10, 15)
(10, 17)
(10, 19)
(10, 20)
(10, 21)
(10, 22)
(10, 23)
(10, 24)
(10, 26)
(10, 27)
(10, 28)
(10, 29)
(10, 30)
(10, 31)
(10, 32)
(10, 33)
(10, 34)
(10, 35)
(10, 37)
(10, 38)
(10, 40)
(10, 41)
(10, 42)
(10, 43)
(10, 44)
(10, 45)
(10, 47)
(10, 48)
(10, 49)
(10, 50)
(10, 51)
(10, 53)
(11, 0)
(11, 13)
(11, 15)
(11, 17)
(11, 37)
(11, 38)
(11, 40)
(11, 41)
(11, 42)
(11, 43)
(11, 44)
(11, 45)
(11, 47)
(11, 48)
(11, 49)
(11, 50)
(11, 51)
(11, 53)
(12, 0)
(12, 2)
(12, 3)
(12, 4)
(12, 6)
(12, 7)
(12, 8)
(12, 9)
(12, 10)
(12, 11)
(12, 13)
(12, 15)
(12, 17)
(12, 19)
(12, 20)
(12, 21)
(12, 22)
(12, 23)
(12, 24)
(12, 26)
(12, 27)
(12, 28)
(12, 29)
(12, 30)
(12, 31)
(12, 32)
(12, 33)
(12, 34)
(12, 35)
(12, 37)
(12, 38)
(12, 40)
(12, 41)
(12, 42)
(12, 43)
(12, 44)
(12, 45)
(12, 47)
(12, 48)
(12, 49)
(12, 50)
(12, 51)
(12, 53)
(13, 0)
(13, 2)
(13, 3)
(13, 4)
(13, 6)
(13, 7)
(13, 8)
(13, 9)
(13, 10)
(13, 11)
(13, 13)
(13, 15)
(13, 17)
(13, 19)
(13, 20)
(13, 21)
(13, 22)
(13, 23)
(13, 24)
(13, 26)
(13, 27)
(13, 28)
(13, 29)
(13, 30)
(13, 31)
(13, 32)
(13, 33)
(13, 34)
(13, 35)
(13, 47)
(13, 48)
(13, 49)
(13, 50)
(13, 51)
(13, 53)
(14, 37)
(14, 39)
(14, 41)
(14, 43)
(14, 44)
(14, 45)
(15, 0)
(15, 2)
(15, 3)
(15, 4)
(15, 5)
(15, 6)
(15, 7)
(15, 8)
(15, 9)
(15, 10)
(15, 11)
(15, 13)
(15, 15)
(15, 17)
(15, 19)
(15, 20)
(15, 21)
(15, 22)
(15, 23)
(15, 24)
(15, 26)
(15, 28)
(15, 29)
(15, 30)
(15, 31)
(15, 32)
(15, 33)
(15, 34)
(15, 35)
(15, 37)
(15, 39)
(15, 41)
(15, 47)
(15, 48)
(15, 49)
(15, 50)
(15, 51)
(15, 53)
(16, 0)
(16, 13)
(16, 15)
(16, 17)
(16, 26)
(16, 37)
(16, 39)
(16, 41)
(16, 43)
(16, 44)
(16, 45)
(16, 47)
(16, 48)
(16, 49)
(16, 50)
(16, 51)
(16, 53)
(17, 0)
(17, 2)
(17, 4)
(17, 5)
(17, 7)
(17, 8)
(17, 10)
(17, 11)
(17, 13)
(17, 15)
(17, 17)
(17, 19)
(17, 20)
(17, 21)
(17, 22)
(17, 23)
(17, 24)
(17, 26)
(17, 28)
(17, 29)
(17, 30)
(17, 31)
(17, 32)
(17, 33)
(17, 34)
(17, 35)
(17, 37)
(17, 39)
(17, 41)
(17, 43)
(17, 44)
(17, 45)
(17, 47)
(17, 48)
(17, 49)
(17, 50)
(17, 51)
(17, 53)
(18, 0)
(18, 2)
(18, 4)
(18, 5)
(18, 7)
(18, 8)
(18, 10)
(18, 11)
(18, 13)
(18, 15)
(18, 17)
(18, 19)
(18, 20)
(18, 21)
(18, 22)
(18, 23)
(18, 24)
(18, 26)
(18, 37)
(18, 39)
(18, 41)
(18, 53)
(19, 0)
(19, 2)
(19, 4)
(19, 5)
(19, 7)
(19, 8)
(19, 10)
(19, 11)
(19, 13)
(19, 15)
(19, 17)
(19, 19)
(19, 20)
(19, 21)
(19, 22)
(19, 23)
(19, 24)
(19, 26)
(19, 28)
(19, 29)
(19, 30)
(19, 31)
(19, 32)
(19, 33)
(19, 34)
(19, 35)
(19, 37)
(19, 39)
(19, 41)
(19, 43)
(19, 44)
(19, 45)
(19, 47)
(19, 48)
(19, 49)
(19, 50)
(19, 51)
(19, 53)
(20, 0)
(20, 2)
(20, 4)
(20, 5)
(20, 7)
(20, 8)
(20, 10)
(20, 11)
(20, 13)
(20, 43)
(20, 44)
(20, 45)
(20, 47)
(20, 48)
(20, 49)
(20, 50)
(20, 51)
(20, 53)
(21, 0)
(21, 2)
(21, 4)
(21, 5)
(21, 7)
(21, 8)
(21, 10)
(21, 11)
(21, 13)
(21, 14)
(21, 16)
(21, 17)
(21, 19)
(21, 20)
(21, 21)
(21, 22)
(21, 24)
(21, 25)
(21, 26)
(21, 27)
(21, 28)
(21, 29)
(21, 31)
(21, 32)
(21, 33)
(21, 34)
(21, 36)
(21, 37)
(21, 39)
(21, 40)
(21, 41)
(21, 43)
(21, 44)
(21, 45)
(21, 47)
(21, 48)
(21, 49)
(21, 50)
(21, 51)
(21, 53)
(22, 0)
(22, 16)
(22, 17)
(22, 19)
(22, 20)
(22, 21)
(22, 22)
(22, 24)
(22, 25)
(22, 26)
(22, 27)
(22, 28)
(22, 29)
(22, 31)
(22, 32)
(22, 33)
(22, 34)
(22, 36)
(22, 37)
(22, 53)
(23, 0)
(23, 2)
(23, 4)
(23, 5)
(23, 7)
(23, 8)
(23, 10)
(23, 11)
(23, 13)
(23, 14)
(23, 15)
(23, 16)
(23, 17)
(23, 36)
(23, 37)
(23, 38)
(23, 39)
(23, 40)
(23, 42)
(23, 43)
(23, 44)
(23, 49)
(23, 50)
(23, 51)
(23, 53)
(24, 0)
(24, 2)
(24, 4)
(24, 5)
(24, 7)
(24, 8)
(24, 10)
(24, 11)
(24, 13)
(24, 14)
(24, 15)
(24, 16)
(24, 17)
(24, 19)
(24, 20)
(24, 21)
(24, 22)
(24, 23)
(24, 24)
(24, 25)
(24, 26)
(24, 27)
(24, 28)
(24, 29)
(24, 30)
(24, 31)
(24, 32)
(24, 33)
(24, 34)
(24, 36)
(24, 37)
(24, 38)
(24, 39)
(24, 40)
(24, 42)
(24, 43)
(24, 44)
(24, 49)
(24, 50)
(24, 51)
(24, 53)
(25, 0)
(25, 2)
(25, 4)
(25, 5)
(25, 7)
(25, 8)
(25, 10)
(25, 11)
(25, 42)
(25, 43)
(25, 44)
(25, 49)
(25, 50)
(25, 51)
(25, 53)
(26, 0)
(26, 2)
(26, 4)
(26, 5)
(26, 7)
(26, 8)
(26, 10)
(26, 11)
(26, 13)
(26, 14)
(26, 15)
(26, 16)
(26, 17)
(26, 18)
(26, 19)
(26, 20)
(26, 21)
(26, 22)
(26, 23)
(26, 24)
(26, 25)
(26, 26)
(26, 27)
(26, 28)
(26, 29)
(26, 30)
(26, 31)
(26, 32)
(26, 33)
(26, 34)
(26, 35)
(26, 36)
(26, 37)
(26, 38)
(26, 39)
(26, 40)
(26, 42)
(26, 43)
(26, 44)
(26, 45)
(26, 46)
(26, 47)
(26, 48)
(26, 49)
(26, 50)
(26, 51)
(26, 53)
(27, 0)
(27, 13)
(27, 14)
(27, 15)
(27, 16)
(27, 17)
(27, 18)
(27, 19)
(27, 20)
(27, 21)
(27, 22)
(27, 23)
(27, 24)
(27, 25)
(27, 26)
(27, 27)
(27, 28)
(27, 29)
(27, 30)
(27, 31)
(27, 32)
(27, 33)
(27, 34)
(27, 35)
(27, 36)
(27, 37)
(27, 38)
(27, 39)
(27, 40)
(27, 42)
(27, 43)
(27, 44)
(27, 45)
(27, 46)
(27, 47)
(27, 48)
(27, 49)
(27, 50)
(27, 51)
(27, 53)
(28, 0)
(28, 2)
(28, 3)
(28, 4)
(28, 5)
(28, 6)
(28, 7)
(28, 8)
(28, 9)
(28, 10)
(28, 11)
(28, 53)
(29, 0)
(29, 1)
(29, 2)
(29, 3)
(29, 4)
(29, 5)
(29, 6)
(29, 7)
(29, 8)
(29, 9)
(29, 10)
(29, 11)
(29, 12)
(29, 13)
(29, 14)
(29, 15)
(29, 16)
(29, 17)
(29, 18)
(29, 19)
(29, 20)
(29, 21)
(29, 22)
(29, 23)
(29, 24)
(29, 25)
(29, 26)
(29, 27)
(29, 28)
(29, 29)
(29, 30)
(29, 31)
(29, 32)
(29, 33)
(29, 34)
(29, 35)
(29, 36)
(29, 37)
(29, 38)
(29, 39)
(29, 40)
(29, 41)
(29, 42)
(29, 43)
(29, 44)
(29, 45)
(29, 46)
(29, 47)
(29, 48)
(29, 49)
(29, 50)
(29, 51)
(29, 52)
(29, 53)
